context,distance,strategy,overlap_with_golddigger,fit_mean,fit_min,below_floor,novelty_mean,redundancy,role_dup
5b958d183451:0,70,nearest,0.0,0.3569022830618864,0.2288200358675069,0.75,0.0020642201834862386,0.9382296204566956,1.0
5b958d183451:0,70,inverse,0.45454545454545453,0.7113772918289727,0.7090944400670603,0.0,0.6997706422018348,0.39761900901794434,0.0
5b958d183451:0,70,band_nofit,1.0,0.7110136221357475,0.7053583028023588,0.0,0.6974770642201835,0.32473281025886536,0.0
5b958d183451:0,70,golddigger,1.0,0.7110136221357475,0.7053583028023588,0.0,0.6974770642201835,0.32473281025886536,0.0
5b958d183451:0,90,random,0.0,0.6615753809168394,0.5964441563336622,0.0,0.5224197247706422,0.2276085615158081,0.0
5b958d183451:0,90,metadata,0.0,0.7312445913753642,0.7235612837645063,0.0,0.21318807339449541,0.46518588066101074,0.0
5b958d183451:0,90,nearest,0.0,0.3569022830618864,0.2288200358675069,0.75,0.0020642201834862386,0.9382296204566956,1.0
5b958d183451:0,90,inverse,0.3333333333333333,0.7121834286248852,0.7118063954840825,0.0,0.899770642201835,0.524951159954071,0.0
5b958d183451:0,90,band_nofit,1.0,0.7102518678323133,0.6985114152411711,0.0,0.900802752293578,0.37720730900764465,0.0
5b958d183451:0,90,golddigger,1.0,0.7102518678323133,0.6985114152411711,0.0,0.900802752293578,0.37720730900764465,0.0
6e2bde8947fa:0,10,random,0.0,0.5814864770977657,0.44001153732921183,0.375,0.5196674311926606,0.28491753339767456,0.375
6e2bde8947fa:0,10,metadata,0.0,0.7159536800304286,0.715762887451451,0.0,0.562901376146789,0.37482181191444397,0.0
6e2bde8947fa:0,10,nearest,0.0,0.4501150969329345,0.4321534016058231,0.625,0.0020642201834862386,0.9469375610351562,1.0
6e2bde8947fa:0,10,inverse,0.3333333333333333,0.5328720764281938,0.43650264354804025,0.5,0.10022935779816514,0.6058147549629211,0.5
6e2bde8947fa:0,10,band_nofit,0.23076923076923078,0.5386257450848064,0.4365031860152747,0.5,0.09988532110091744,0.46518874168395996,0.5
6e2bde8947fa:0,10,golddigger,1.0,0.6066709243915283,0.4503317323072429,0.0,0.10321100917431193,0.5405248999595642,0.125
6e2bde8947fa:0,30,random,0.0,0.5814864770977657,0.44001153732921183,0.375,0.5196674311926606,0.28491753339767456,0.375
6e2bde8947fa:0,30,metadata,0.0,0.7159536800304286,0.715762887451451,0.0,0.562901376146789,0.37482181191444397,0.0
6e2bde8947fa:0,30,nearest,0.0,0.4501150969329345,0.4321534016058231,0.625,0.0020642201834862386,0.9469375610351562,1.0
6e2bde8947fa:0,30,inverse,0.14285714285714285,0.6271475547698723,0.44647265568480515,0.125,0.2997706422018349,0.4769810736179352,0.125
6e2bde8947fa:0,30,band_nofit,0.7777777777777778,0.6479290025937563,0.44647265568480515,0.125,0.29948394495412844,0.2941473126411438,0.125
6e2bde8947fa:0,30,golddigger,1.0,0.6812806545784221,0.5986618475887421,0.0,0.2997133027522936,0.30807167291641235,0.0
6e2bde8947fa:0,50,random,0.0,0.5814864770977657,0.44001153732921183,0.375,0.5196674311926606,0.28491753339767456,0.375
6e2bde8947fa:0,50,metadata,0.0,0.7159536800304286,0.715762887451451,0.0,0.562901376146789,0.37482181191444397,0.0
6e2bde8947fa:0,50,nearest,0.0,0.4501150969329345,0.4321534016058231,0.625,0.0020642201834862386,0.9469375610351562,1.0
6e2bde8947fa:0,50,inverse,0.14285714285714285,0.6227536764337125,0.44053694320768355,0.125,0.49977064220183487,0.4257642924785614,0.125
6e2bde8947fa:0,50,band_nofit,1.0,0.6481125382038507,0.4505760339267942,0.0,0.4993119266055046,0.2542038857936859,0.125
6e2bde8947fa:0,50,golddigger,1.0,0.6481125382038507,0.4505760339267942,0.0,0.4993119266055046,0.2542038857936859,0.125
6e2bde8947fa:0,70,random,0.0,0.5814864770977657,0.44001153732921183,0.375,0.5196674311926606,0.28491753339767456,0.375
6e2bde8947fa:0,70,metadata,0.0,0.7159536800304286,0.715762887451451,0.0,0.562901376146789,0.37482181191444397,0.0
6e2bde8947fa:0,70,nearest,0.0,0.4501150969329345,0.4321534016058231,0.625,0.0020642201834862386,0.9469375610351562,1.0
6e2bde8947fa:0,70,inverse,0.3333333333333333,0.7120100896166363,0.7098828561969313,0.0,0.6997706422018348,0.46402913331985474,0.0
